id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48100702,Berlin 70qm/ 5 min S-U Bahnhof Lichtenberg.,145654689,Kevin,Lichtenberg,Alt-Lichtenberg,52.51481,13.49976,Private room,150,5,0,,,1,87,0,"First name and Last name: Kevin weese <br/> Contact address: siegfriedstr, 10365, Berlin, Deutschland <br/>Listing address: Siegfried, 10365, Berlin, Deutschland"
41918423,New Green 3 centrally located in Mitte,63232479,Jürgen,Mitte,Alexanderplatz,52.5106,13.40603,Entire home/apt,147,2,45,2022-06-03,1.89,5,279,34,01/Z/NA/004882-16
44472065,"4-Bedroom Apartment (130qm), 2 Bathrooms & Balcony",3003519,Simon,Mitte,Wedding Zentrum,52.541718,13.363287,Entire home/apt,305,1,52,2022-06-10,3.67,32,74,50,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstrasse 4, 10553, Berlin, Deutschland <br/>Listing address: Lynarstr 4, 13353, Berlin, Deutschland"
1176655,New exclusive-Flat Berlin central!,6438552,Stephanie,Mitte,Brunnenstr. Süd,52.53434,13.40217,Entire home/apt,84,2,250,2022-06-01,2.28,1,87,42,01/Z/AF/001023-14
587362790760361933,Super pretty and cozy apartment in best location,43917936,Stefanie,Pankow,Prenzlauer Berg Südwest,52.53891,13.41746,Entire home/apt,80,92,0,,,3,253,0,
42636196,Zimmer 4 Doppelzimmer,316043293,Pension,Pankow,Prenzlauer Berg Nord,52.55028,13.41728,Private room,84,1,0,,,6,110,0,
23099767,Lovely room+full use of the flat Prenzlauerberg,146172450,Marco,Pankow,Prenzlauer Berg Süd,52.52837,13.41875,Private room,21,2,25,2022-01-02,0.48,1,13,2,"First name and Last name: Marco bacchetta <br/> Contact address: Prenzlauer Allee, 10405, Berlin, Deutschland <br/>Listing address: Prenzlauer Allee 9, 10405, Berlin, Deutschland"
12060184,Sunny parkside-apartment in the heart of Kreuzberg,18003202,Ralph,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4959,13.44082,Entire home/apt,105,5,182,2022-05-31,2.44,1,14,21,
54192678,Aufenthaltslänge Absprache am U-Bahnhof Boddinstr.,437796505,Ayse,Neukölln,Neuköllner Mitte/Zentrum,52.48176,13.42526,Entire home/apt,50,92,0,,,1,233,0,
6936087,"Big, historic room Mitte, quiet, no e-smog, B&B",29278000,Petra,Mitte,Moabit West,52.53272,13.335,Private room,49,2,224,2022-06-10,2.65,1,4,16,01/Z/AZ/008774-18
1328436,Kreuzberg_Bergmannstrasse_in the middle of it,7209360,Martina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49075,13.3922,Entire home/apt,110,6,226,2021-07-19,2.08,1,11,2,
2760114,Zehlendorf Mitte Ferienwohnung,13913604,Björn,Steglitz - Zehlendorf,Teltower Damm,52.4337,13.24956,Entire home/apt,70,4,70,2022-04-02,0.81,1,263,9,"First name and Last name: Björn Wilms <br/> Contact address: Königstraße 33, 14163, Berlin, Berlin <br/>Listing address: Königstraße 15, 14163, Berlin, Berlin"
36365039,seeblick wohnung hal,63838688,Jo,Charlottenburg-Wilm.,Halensee,52.49986,13.29076,Entire home/apt,125,3,0,,,10,225,0,
37928180,7 и более человек в квартире в центре Берлина.,125341008,Taras,Mitte,Brunnenstr. Nord,52.54074,13.39744,Entire home/apt,177,3,0,,,10,233,0,
30653818,Original Bauhaus Apt w/ balcony -Spacious & bright,1647128,Julien,Mitte,Parkviertel,52.54682,13.34202,Entire home/apt,75,3,5,2019-07-20,0.12,1,39,0,01/Z/RA/009076-18
2191449,Holiday apartment in Berlin Tiergarten,1275576,Thomas,Mitte,Moabit West,52.52825,13.33051,Entire home/apt,66,2,181,2022-06-03,1.82,6,263,48,01/Z/NA/004606-16
38277389,MODERN LIVING IN THE HEART OF THE CITY,289775188,Alex,Mitte,Alexanderplatz,52.52648,13.41611,Entire home/apt,78,2,6,2021-09-26,0.18,1,0,1,01/Z/RA/013018-21
35816525,Bed in 4 Bed Dorm Ensuite,267779752,St Christophers Inn Berlin Mitte,Mitte,Alexanderplatz,52.52368,13.39092,Shared room,76,1,221,2022-05-30,6.17,9,152,71,"Legal entity name and Legal form: St. Christopher's Berlin GmbH  <br/>Legal representatives or Trade register number: HR B 104214 B <br/> Entity address: Rosa-Luxemburg-Str. 39-41, 10178, Berlin, Deutschland <br/>Listing address: Ziegelstr. 28, 10117, Berlin, Deutschland"
33758492,"MODERN, BRIGHT APARTMENT DIRECTLY AT THE RIVERSIDE",254474068,Hannes,Charlottenburg-Wilm.,Mierendorffplatz,52.5268,13.29889,Entire home/apt,84,3,8,2019-10-31,0.21,1,0,0,04/Z/RA/008697-19
12398605,Super Studioloft in calm and safe Charlottenburg,3989235,Franz,Charlottenburg-Wilm.,Neue Kantstraße,52.50525,13.29473,Entire home/apt,86,3,112,2022-06-06,1.54,1,266,17,"First name and Last name: Norma Trimborn <br/> Contact address: Holtzendorffstr. 13, 14057, Berlin, Deutschland <br/>Listing address: Holtzendorffstr. 13, 14057, Berlin , Deutschland "
614877823224944365,sunny Room between Potsdamer Platz /Bergmannkiez,456406804,Dennis,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.500696066170114,13.388798350862219,Private room,63,2,1,2022-05-28,1,1,204,1,02/Z/AZ/013669-21
43618900,Lebensfreude im traumhaften Dachgeschoss,6873510,Jürgen,Tempelhof - Schöneberg,Schöneberg-Nord,52.49276,13.35128,Private room,46,3,19,2022-05-26,0.80,1,166,10,07/Z/AZ/009030-20
156010,TWO ROOM APARTMENT ALEXANDERPLATZ,750165,Angela,Mitte,Alexanderplatz,52.51727,13.42393,Entire home/apt,36,90,96,2018-12-20,0.72,1,147,0,
51913751,Gemütliche Wohnung in Berlin-Mitte zu vermieten.,420489551,Cecilia,Mitte,Alexanderplatz,52.5244,13.40979,Entire home/apt,88,28,2,2022-05-31,0.25,1,149,2,01/Z/AZ/013312-21
44782205,Sunset at Templehof,4594271,Christian,Neukölln,Schillerpromenade,52.482,13.4243,Private room,22,6,1,2022-04-25,0.60,1,12,1,
27818685,APARTMENT WITH THE PERFECT VIEW,210071028,Marie,Mitte,Brunnenstr. Nord,52.54009,13.40215,Entire home/apt,96,3,6,2019-01-13,0.14,1,0,0,01/Z/RA/008707-18
14581100,Lichtdurchflutete Erkerwohnung,12073600,Teresa,Pankow,Prenzlauer Berg Nordwest,52.54973,13.40692,Entire home/apt,80,5,10,2019-09-08,0.14,1,76,0,
26086324,Cozy simple flat for low budget travelers,196070548,Max,Mitte,Wedding Zentrum,52.5474,13.36676,Entire home/apt,150,6,1,2018-06-29,0.02,1,79,0,
47211361,Zentrales Studio in Berlin Friedrichshain,23341681,Gundula,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51389,13.4505,Entire home/apt,60,3,39,2022-05-28,2.25,1,45,33,02/Z/AZ/012403-20
23797584,Cozy studio apartment in Neukölln,178567571,John,Neukölln,Schillerpromenade,52.46636,13.42517,Entire home/apt,74,2,41,2020-03-01,0.81,1,0,0,08/Z/RA/006025-18
1523887,light flooded guest room in central location,4267717,Ricarda,Tempelhof - Schöneberg,Schöneberg-Nord,52.49112,13.3705,Private room,60,2,20,2022-06-06,0.37,1,14,2,07/Z/AZ/012008-22
50191596,Sweet Home,405090187,Calvin,Neukölln,Britz,52.46258,13.43677,Entire home/apt,52,3,1,2022-06-10,1,1,265,1,
493539,Spend the night in the oldest house in Berlin!,2437942,Marius,Mitte,Alexanderplatz,52.5151,13.41369,Entire home/apt,125,1,292,2020-03-07,3.64,2,163,0,
27868762,[4]  Ku'damm holiday&business apartment *central*,210291317,Ferry,Tempelhof - Schöneberg,Schöneberg-Nord,52.50253,13.34397,Entire home/apt,48,1,107,2022-05-26,2.38,9,292,37,"Legal entity name and Legal form: Jupiter Projektmanagement- Investment GmbH <br/>Legal representatives or Trade register number: HRB 22140 B <br/> Entity address: Lietzenseeufer 10, 14057, Berlin, Deutschland <br/>Listing address: Ansbacher Str 11, 10787, Berlin, Deutschland"
11775402,Seventh Heaven,6880089,Carmen,Lichtenberg,Frankfurter Allee Süd,52.50896,13.47713,Entire home/apt,84,2,211,2022-06-06,2.81,4,98,42,"First name and Last name: Carmen Reiz <br/> Contact address: Tasdorfer Straße 31, 10365, Berlin, Deutschland <br/>Listing address: Tasdorfer Straße 31, 10365, Berlin, Deutschland"
588011,Kreuzberg idyll on the Landwehrkana,2900624,Leo,Neukölln,Reuterstraße,52.49305,13.42712,Entire home/apt,110,4,148,2022-06-05,1.23,1,89,12,08/Z/RA/008939-20
51262128,Schöne Wohnung mitten im Kiez von Berlin,340890700,Denise,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51964,13.46849,Entire home/apt,190,2,4,2022-06-06,2.03,1,183,4,
25856905,Cozy 1-bedroom apartment in Prenzlauer Berg,194268217,Nejteh,Pankow,Prenzlauer Berg Ost,52.53679,13.43929,Entire home/apt,78,2,5,2019-01-03,0.10,1,0,0,03/Z/RA/003797-18
28776259,3 Personen Apartment in Berlin,207062664,1a Apartment,Pankow,Prenzlauer Berg Nordwest,52.54405,13.41133,Private room,110,1,1,2022-05-21,1,7,72,1,DE220440522
25023656,Furnished room in the heart of Friedrichshain,189167857,Chris,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51454,13.44348,Private room,42,1,35,2022-05-31,0.71,1,63,5,
5442423,Cosy Room in Huge Flat Xberg/Nkölln,3639736,Jana,Neukölln,Reuterstraße,52.48595,13.43878,Private room,40,3,0,,,2,92,0,
13554198,Bright room in the middle of Berlin,1452057,Michael,Tempelhof - Schöneberg,Schöneberg-Nord,52.49633,13.34968,Private room,51,2,78,2022-05-25,1.08,1,284,23,07/Z/AZ/011470-21
589498661033999791,Apartment in the heart of Berlin-Kreuzberg,63939513,Mathilda,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498158,13.429192,Entire home/apt,160,7,0,,,1,99,0,02/Z/RA/014890-22
30660100,"Central, original style of the golden 20s",106130027,Dietrich,Pankow,Prenzlauer Berg Nord,52.54407,13.4381,Entire home/apt,67,2,221,2022-06-11,5.20,5,280,69,"First name and Last name: Dietrich Jäger <br/> Contact address: Köpenicker Str., 12487, Berlin, Berlin <br/>Listing address: Naugarder Str. 13, 10409, Berlin, Deutschland"
22230047,Two lovely rooms in Berlin-Friedrichshain,100140151,Michl,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5099,13.45028,Entire home/apt,45,3,215,2022-05-23,4.10,1,35,52,
17993203,Loft in central berlin with south balcony,9110422,Anja,Mitte,Alexanderplatz,52.53162,13.37936,Private room,69,14,0,,,1,0,0,
574246864733956954,"Chic Mitte 2BR close to Potsdamer Platz & Nollendorfplatz, by Blueground",434485440,Blueground,Mitte,Tiergarten Süd,52.504509,13.35909,Entire home/apt,171,90,0,,,44,0,0,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a, 10823, Berlin, Germany <br/>Listing address: Lützowstraße 38 #41, 10785 , Berlin, Germany"
782924,Quiet comfort in central Berlin,4128547,Arnd,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50439,13.42558,Entire home/apt,75,92,20,2016-08-31,0.17,3,163,0,
10173318,Entire Hause in Kreuzberg,52229437,Reza,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49507,13.43659,Entire home/apt,42,2,1,2016-01-24,0.01,1,0,0,
10197522,Cozy Flat Prenzlauerberg,14687907,Reggie,Pankow,Prenzlauer Berg Nord,52.55219,13.4145,Entire home/apt,60,1,0,,,1,0,0,
17565482,Nice & cozy 60 m2 flat in Berlin Prenzlauer Berg,38536289,David,Mitte,Brunnenstr. Süd,52.53653,13.40317,Entire home/apt,60,2,5,2017-04-09,0.08,1,0,0,
10400554,Nice room in schöneberg,43370113,Adir,Tempelhof - Schöneberg,Schöneberg-Süd,52.48109,13.34097,Private room,30,2,12,2020-08-17,0.15,1,0,0,
4797474,schönes Zimmer mit Dielenboden,24721780,Fabian,Neukölln,Neuköllner Mitte/Zentrum,52.4808,13.42954,Private room,35,1,1,2015-01-01,0.01,1,0,0,
4185579,Cozy apartment is looking for you!,21633427,Stefanie,Pankow,Prenzlauer Berg Nordwest,52.54925,13.40445,Private room,49,3,112,2022-01-02,1.20,1,0,8,
17957816,Family friendly brand new apartment,18653220,Ido,Mitte,Brunnenstr. Süd,52.53827,13.39934,Entire home/apt,70,62,0,,,1,35,0,
4196641,Big Bright & Cozy Private Room,1179530,Bastian,Tempelhof - Schöneberg,Schöneberg-Süd,52.48141,13.35145,Private room,26,3,7,2019-04-30,0.13,1,0,0,
10699922,Ruhig und Kuschelig mit 2 Katern.,55282143,Alex,Neukölln,Reuterstraße,52.48386,13.43959,Private room,39,1,0,,,1,0,0,
10787546,fully furnished bedroom kreuzberg,55816301,Finn Juniper,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49122,13.38821,Private room,22,2,2,2016-02-20,0.03,1,0,0,
4501525,Central cozy appartment,23338502,Franziska,Neukölln,Rixdorf,52.47516,13.45192,Entire home/apt,39,1,6,2018-01-12,0.07,1,0,0,
40275510,MontCalm. Ideal location and comfortable stay.,301212132,BonusFeature,Pankow,Prenzlauer Berg Südwest,52.53283,13.41694,Entire home/apt,449,14,1,2020-07-03,0.04,4,253,0,
4556488,Balcony room in Neukölln,15753705,Artur,Neukölln,Schillerpromenade,52.46664,13.42328,Private room,33,1,0,,,1,0,0,
17725741,"Big, cozy room in Neukölln - Rixdorf",120854130,Luki,Neukölln,Rixdorf,52.47302,13.45047,Private room,28,3,12,2018-06-23,0.19,1,0,0,
4649266,2 Room Flat in Neukolln,24068599,Neta,Neukölln,Rixdorf,52.47996,13.44831,Entire home/apt,40,7,0,,,1,0,0,
11076688,"Big Room in Berlin-Kreuzberg, sunny",29730306,Eva,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4981,13.44241,Private room,17,10,1,2016-04-04,0.01,1,0,0,
11269335,Quiet & sunny room with balcony in Neukölln,24497738,Simon,Neukölln,Neuköllner Mitte/Zentrum,52.47176,13.43247,Private room,55,2,0,,,1,0,0,
18072421,nice room in the heart of neukölln,124421999,Juro,Neukölln,Rixdorf,52.47103,13.44475,Private room,17,14,7,2017-09-29,0.11,1,0,0,
22654761,Kollwitzplatz-Great Location/Bright/Spaceous,83320139,Jakob,Pankow,Prenzlauer Berg Südwest,52.53783,13.41898,Private room,25,3,5,2018-04-03,0.10,1,0,0,
20940426,Bright Urban Oasis with Balcony in Kreuzberg,150558400,Christoph,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48826,13.42242,Private room,29,7,1,2017-09-30,0.02,1,0,0,
11348253,Comfortable room at Berlin center Alexanderplatz,59426366,Carolina,Mitte,Alexanderplatz,52.5256,13.41478,Private room,35,3,0,,,1,0,0,
20957857,"Moderne, ruhige Wohnung zentral in Mitte",8385594,Christian,Mitte,Alexanderplatz,52.5316,13.37991,Entire home/apt,85,3,8,2018-01-05,0.14,1,0,0,
11437250,"",16994329,Viktoria,Neukölln,Neuköllner Mitte/Zentrum,52.47133,13.43133,Private room,35,3,0,,,1,0,0,
18148369,Minimalistic Rooftop Apartment with a View,18748484,Nga,Mitte,Brunnenstr. Süd,52.52927,13.39121,Entire home/apt,82,3,58,2020-03-01,0.93,1,0,0,
18984783,Room with balcony and an amazing view,13239053,Nils,Tempelhof - Schöneberg,Schöneberg-Süd,52.48559,13.37326,Private room,49,2,6,2017-09-25,0.10,1,0,0,
1429451,Family-friendly Apartment in Prenzlauer Berg,7686970,Julia,Pankow,Helmholtzplatz,52.54224068681871,13.415912718837289,Entire home/apt,200,8,0,,,1,52,0,03/Z/RA/006976-22
5509232,Lovely Family Home In Prenzlauer Berg,25981777,Ian,Pankow,Prenzlauer Berg Südwest,52.53848,13.42393,Entire home/apt,82,3,13,2021-09-23,0.15,1,0,2,
11823355,Newly furnished studio at Müggelsee,9903825,Abel,Treptow - Köpenick,Friedrichshagen,52.44622,13.6272,Entire home/apt,30,3,21,2017-08-31,0.28,1,0,0,
12022307,"Sunny , relax room",64327578,Marius,Neukölln,Neuköllner Mitte/Zentrum,52.46483,13.4381,Private room,30,2,0,,,1,0,0,
21230581,"Big light room in the heart of Moabit, Berlin",16037362,Sarah,Mitte,Moabit West,52.52611,13.33394,Private room,25,9,0,,,2,0,0,
6355837,Cosy flat close to Mauerpark,33111430,Sören,Pankow,Prenzlauer Berg Nordwest,52.54833,13.4113,Entire home/apt,60,3,4,2016-05-01,0.05,1,0,0,
18913710,"Cozy, bright room in lively Friedrichshain",48860904,Juli,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51444,13.46745,Private room,20,1,1,2017-05-25,0.02,1,0,0,
6682532,CL-Final Weekend in Berlin 25min.,34978107,Sascha,Tempelhof - Schöneberg,Marienfelde,52.42018,13.37124,Private room,150,1,0,,,1,0,0,
22847856,Simple and cozy room near Alexanderplatz,168953934,Samantha,Pankow,Prenzlauer Berg Süd,52.52907,13.42902,Private room,25,1,10,2019-12-10,0.24,1,0,0,
19262948,Helle 2-Zimmerwohnung in Zehlendorf - Berlin,134056490,Anna,Steglitz - Zehlendorf,Teltower Damm,52.43701,13.2754,Entire home/apt,25,1,0,,,1,0,0,
7144388,big& nice room,37413333,Laura,Lichtenberg,Neu Lichtenberg,52.5049,13.49612,Private room,30,4,0,,,1,0,0,
19449472,Perfekte Unterkunft für eine Familie,136376910,Tima,Mitte,Alexanderplatz,52.52408,13.40634,Entire home/apt,86,5,0,,,1,0,0,
19465439,80m2 beautiful flat for families and couples,136535953,Moritz,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51975,13.45429,Entire home/apt,61,10,2,2017-09-30,0.03,1,0,0,
7284411,Central Apt @ Gräfekiez (Kreuzberg),12398236,Kai,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48987,13.41295,Private room,45,3,4,2016-03-13,0.05,1,0,0,
7385929,Countryside in a heart of town,2856283,Jarek,Tempelhof - Schöneberg,Friedenau,52.46616,13.35065,Entire home/apt,50,5,0,,,1,0,0,
14119192,Beautiful room in Friedrichshain,18303975,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51351,13.46478,Private room,20,7,1,2016-08-15,0.01,1,0,0,
14195933,Gute Unterkunft in idealer Lage,46554922,Dang-Khoa,Mitte,Wedding Zentrum,52.5533,13.36729,Private room,30,1,0,,,1,0,0,
20298469,Beautiful space in the center of Kreuzberg,129920050,Marie,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49786,13.43951,Private room,45,2,9,2018-08-19,0.15,1,0,0,
7740481,Zimmer im Herzen Friedrichshains,40683740,Christin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51508,13.46694,Private room,30,1,8,2015-10-28,0.10,1,0,0,
7752903,Großes Zimmer in Berlin-Moabit,3681108,Matthias,Mitte,Moabit West,52.52371,13.33646,Private room,20,1,1,2015-09-08,0.01,1,0,0,
395063,furnished Room in an apartment in Friedrichshain,1974695,Katharina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51586,13.46388,Private room,28,2,52,2022-04-30,0.47,1,0,10,02/Z/AZ/014166-21
16141397,Ein Raum Wohnung in Schöneberg,105320391,Olena,Tempelhof - Schöneberg,Schöneberg-Süd,52.48243,13.34816,Entire home/apt,50,2,0,,,1,0,0,
8272013,Cosy 2-room flat in Berlin-Neukölln,43617459,Rococolosi,Neukölln,Reuterstraße,52.48558,13.44511,Entire home/apt,59,2,8,2017-01-01,0.10,1,0,0,
20253112,Beautiful flat in the heart of Neukölln/ Kreuzberg,139477313,Hanne,Neukölln,Reuterstraße,52.4912,13.43202,Entire home/apt,60,7,0,,,1,0,0,
16285825,"Wunderschöne,moderne Wohnung in Berlin Lichtenberg",39968314,Hannes,Lichtenberg,Neu Lichtenberg,52.50399,13.49918,Entire home/apt,70,3,0,,,1,0,0,
22265399,"Private room in 124m2 Beautiful Flat,Berlin-Center",43946838,Saket,Pankow,Prenzlauer Berg Ost,52.5254,13.45667,Private room,34,1,0,,,1,0,0,
22368037,gemütliches und großes Zimmer in Lichtenberg,43946346,Luana,Lichtenberg,Alt-Lichtenberg,52.51477,13.49821,Private room,40,4,8,2019-09-23,0.15,1,0,0,
20601299,Privatzimmer & Balkon in großer Maisonettewohnung,67093140,Anni,Lichtenberg,Neu Lichtenberg,52.5027,13.49669,Private room,40,1,4,2018-06-17,0.07,1,0,0,
17026133,Schönes Zimmer in ruhigem Altbau am Ostkreuz,49810575,Matthias,Lichtenberg,Neu Lichtenberg,52.505,13.48137,Private room,20,2,1,2017-02-20,0.02,1,0,0,
17084979,Berlin Neukölln Apartment,5531171,Sara,Tempelhof - Schöneberg,Tempelhof,52.46495,13.42118,Entire home/apt,80,5,17,2022-03-15,0.26,1,0,2,07/Z/RA/009318-20
17245102,Typische Wohnung in Berlin-Mitte --> Wedding,116199663,Simon,Mitte,Wedding Zentrum,52.54278,13.36092,Entire home/apt,49,3,13,2018-07-09,0.21,1,0,0,
9984839,Cosy and bright House,51303476,Thanos,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49655,13.40226,Shared room,40,20,0,,,1,0,0,
42285014,Unique Detached House in Grunewald near Ku'damm,47409384,Holger,Charlottenburg-Wilm.,Grunewald,52.49303,13.27423,Entire home/apt,85,4,0,,,1,0,0,
29027547,Home with a view over Berlin,112101094,Klaus,Mitte,Brunnenstr. Nord,52.54127,13.37216,Private room,90,2,3,2018-10-21,0.07,1,0,0,
48710361,Sunny artist home in the heart of Berlin Mitte,130708708,Davis,Mitte,Alexanderplatz,52.52872,13.39429,Private room,40,1,4,2021-08-22,0.38,3,0,4,
50408710,Rise&Shine from the city center!,407237601,Mg,Mitte,Alexanderplatz,52.5299,13.40214,Entire home/apt,153,3,2,2021-10-14,0.22,1,0,2,
28848356,"Valentinstag in Berlin, 100 qm hot spot Neukölln",217529245,Conny,Neukölln,Rixdorf,52.47969,13.44519,Entire home/apt,62,2,6,2019-10-06,0.14,1,0,0,
30929253,Cozy 2 room apartment very central in Mariendorf,88093979,Lara,Tempelhof - Schöneberg,Mariendorf,52.44645,13.38546,Entire home/apt,25,7,1,2019-02-27,0.02,1,0,0,
33550908,Altbau Maisonette mit zwei Schlafzimmern in Mitte,16280732,Mike,Pankow,Prenzlauer Berg Südwest,52.53118,13.40736,Entire home/apt,129,2,24,2020-02-16,0.62,1,0,0,
34485458,simply private Apartment+balcony for ur OWN,38756695,Nya,Lichtenberg,Neu Lichtenberg,52.50367,13.47816,Entire home/apt,50,3,59,2022-06-09,1.61,1,6,25,
36446474,Big private room in the cosy Bergmannstrasse,152834885,Gjorgi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49177,13.39325,Private room,65,1,2,2020-02-29,0.06,2,0,0,
37877124,M,286894633,Patrick & Benni,Neukölln,Gropiusstadt,52.43306,13.45482,Shared room,500,365,20,2020-03-14,0.59,1,178,0,08/Z/RA/007978-19
38126370,"Helles, gemütliches Zimmer in Friedrichshain",123159677,Carla,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51284,13.4475,Private room,30,5,2,2020-03-01,0.06,1,0,0,
